nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
TAGWOOD LS 521A Multimedia Subwoofer System 2.1,TAGWOOD,23,Rp57.990,Rp3.599,0.38,,4.6 out of 5,12,Rp695.880,8 Juni 2019
Generic Andoer Mini Clip on Lapel Lavalier Microphone Mic Earphone Omni directional Condenser Hands free 3.5mm Jack for iPhone 6/6 plus/5 iPad Smartphones Computer PC Laptop Loudspeaker Live Stream Singing,Generic,95,Rp6.550.000,Rp504,0.23,This 3.5mm mic had high sensitivity high dynamic wide frequency response. It is 360 degree rotary and has a windscreen. Great for audio video recording and hands free mic speaking enjoying music answering phone call & etc.,5 out of 5,1,Rp6.550.000,20 November 2019
"Samsung 49RU7100   49""   4K FLAT UHD Smart 4K 2160p LED TV   Black",Samsung,35,Rp850.000,Rp5.729,0.33,,5 out of 5,3,Rp2.550.000,16 Maret 2019
Sony BDV N9200WL   5.1ch Blu ray 3D Smart Home Theatre System   1200W   White,Sony,23,Rp1.240.000,Rp94.999,0.23,"

",0 out of 5,0,Rp0,24 Maret 2019
Generic Andoer EY S04 3.5mm 3 Pole TRS Female to 4 Pole TRRS Male 90 Degree Right Angled Microphone Adapter Cable Audio Stereo Mic Converter for iPad iPhone Samsung Huawei Smartphone,Generic,37,Rp1.310.000,Rp101,0.23, Turn camera mic into smartphone mic. 3.5mm connection suitable for a wide brands of smartphone.,0 out of 5,0,Rp0,8 Juli 2018
Samsung Smart TV Remote Control.,Samsung,93,Rp13.000,Rp700,0.46,"Be less troubled switching your TV channel bu using this remote control.
 it allows you to remotely control your tv at the comfort of your seat.",0 out of 5,0,Rp0,3 Agustus 2018
Generic Womdee [HDTV014] Version TV Antenna Indoor Digital HDTV Antenna Amplified 4K HD VHF UHF Freeview For Life Local Channels Broadcast For All Types Of Home Smart Television (Black) CUIII,Generic,54,Rp37.100,Rp1.427,0.62,The unique Plastic Shell the entire network Silver slurry from the US and all the accessories are all pure coopper to assure the contact loose.,0 out of 5,0,Rp0,3 Maret 2018
Sony Dvd Player DVP NS628P+ Free Extension Cable,Sony,96,Rp75.000,Rp3.999,0.47,,3.8 out of 5,4,Rp300.000,7 Mei 2019
Vitron V036    2.1CH Bluetooth Multimedia Speaker System   Black,Vitron,99,Rp52.990,Rp3.498,0.34,"Vitron V036 2.1CH Multimedia Speaker System – Black with FM Radio Built in amplifier SD Card Slot and USB device playback. Vitron V036 is a brand from Vitron with High tech media. It brings 
your living room to life with this stylish sub woofer from Vitron.  This 
sound system is designed for the extreme entertainment lovers to enjoy 
their amazing music and movies with sound clarity never heard 
before. Place your order for this amazing sound system ",4.1 out of 5,220,Rp11.657.800,11 Maret 2018
Generic OR 300Mbps Portable Wifi Usb Mini Mobile Exquisitely Designed Wireless Router,Generic,65,Rp8.110.000,Rp431,0.47,Product Safety Disclaimer:,0 out of 5,0,Rp0,26 November 2018
M Luck Portable Solar FM Radio,M Luck,92,Rp24.000,Rp1.999,0.17,"Sunlar Solar is a leading solution provider in the field of
renewable energy throughout Kenya. Our experience spans over many years and our
systems power simple lighting units in remote. Sunlar Solar has
been involved in spearheading research in the development of low cost
Photovoltaic lighting systems and Clean energy products. Order ",4.4 out of 5,40,Rp960.000,31 Juli 2019
Harman Kardon Onyx Studio 5 Black,Harman Kardon,46,Rp349.950,Rp29.995,0.14,The Harman Kardon Onyx Studio 5’s advanced and distinctive design is expressed through its signature round silhouette premium fabric cover of the speaker enclosure and an integrated aluminum handle for easy portability. Destined to be the best sounding full featured portable Bluetooth speaker in its class the Onyx Studio 5 offers 8 hours of playtime as well as wireless dual sound which wirelessly connect two Harman Kardon Onyx Studio 5 speakers to elevate music listening experience. Commanding attention at every angle the Onyx Studio 5 is an iconic design piece in any home,0 out of 5,0,Rp0,5 November 2018
Homestar Multimedia HI FI Subwoofer Speaker System   Black,Homestar,96,Rp69.900,Rp5.399,0.23,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,10 November 2018
Phelistar Aerial Antenna With Long Cable,Phelistar,89,Rp20.000,Rp715,0.64,This antenna is,3.3 out of 5,4,Rp80.000,25 Juli 2019
X96 Mini Android Tv Box  2GB RAM 16GB ROM,X96,84,,Rp56,,"

",0 out of 5,0,Rp0,1 September 2019
Generic 7.9 inch Photo Studio Phone Stand with LED Beauty Ring Light Photography Dimmable Fill in Light Lamp+Tripod For Selfie Live Show,Generic,44,Rp97.630,Rp5.096,0.48,Feature:,0 out of 5,0,Rp0,1 November 2018
Vision 43” CURVED FULL HD ANDROID TV VP 8843C – Black,Vision,49,Rp352.660,Rp32.899,0.07,,5 out of 5,6,Rp2.115.960,26 Desember 2019
Joc Fm Radio Rechargable Digital Selects Music Player/Fm Radio with usb and memory slot   Red,Joc Fm Radio,43,Rp8.000.000,Rp649,0.19,Are you looking for a portable digital World radio receiver which is  priced competitively? Then look no further than digital selects music player/fm radio. This fm radio engineered with the cutting edge IC design boasts of clear signal reception and advanced function. The time and frequency station switch displays  the station very clearly which is further enhanced with a digitalized display. The sensitive electronic switch makes it easy for you to change bands and frequencies. It is rechargable also supports third party earphones. ,4 out of 5,13,Rp104.000.000,17 Juni 2018
Sony Head Phone MDR EX15AP Black,Sony,68,,Rp1.759,,The Black MDR EX15AP Ex Monitor Headphones From Sony Allows You To Play Back Music And Take Calls From Your Portable Device. Its In line Mic And Remote Are Compatible With Sony's Smart Key App For Android Devices Which Allows You To Customize Control Of Your Android Phone. The Headphones Have 9mm Drivers With Neodymium Magnets And Include 3 Pairs Of Silicone E'rbuds  To Provide A Comfortable Fit.Smartphone Playback ControlThe Integrated Microphone And Multi function Control Button Make The  ,0 out of 5,0,Rp0,6 Maret 2018
Sony DSC W810   Cybershot Digital Camera   20.1MP   6x Optical zoom   Black,Sony,90,Rp199.950,Rp13.195,0.34,"Capture everything from nights out to scenic holiday snaps; the W810 is 
packed with features that make it easy to shoot fun clear photos and HD
 video. Take detailed close ups using 6x optical zoom while Party Mode 
makes it easy to shoot great photos on a night out.  ",0 out of 5,0,Rp0,6 Juli 2019
Generic Fashion 3M Micro USB MHL To HDMI HDTV Cable Adapter For Android Smart Phone 5/11Pin,Generic,43,Rp12.160,Rp737,0.39,,0 out of 5,0,Rp0,22 November 2018
P47 Bluetooth 5.0 Headphone Music Headset Mem Slot G,P47,41,Rp17.000,Rp898,0.47,,0 out of 5,0,Rp0,6 Maret 2018
Generic OR 9.5mm Universal SATA 2nd HDD SSD Hard Drive Caddy For CD/DVD ROM Optical Bay black,Generic,59,Rp9.940.000,Rp522,0.47,Product Safety Disclaimer:,0 out of 5,0,Rp0,3 Januari 2018
Generic Wireless Bluetooth Speaker With USB slot FM MP3 & TF Card,Generic,74,Rp19.990,Rp1.089,0.46,,3.3 out of 5,11,Rp219.890,4 Agustus 2018
Bass Earphone Bass Music Headset Earphones headphones with Mic,Bass,70,Rp5.000.000,Rp347,0.31,ABS head silicone wire 3.5mm jack connection with active noise cancellation.Compatible with all phones with jack 3.5mm® enabled tablets smartphones notebooks it has features such as clear stereo sound freedom of movement dazzling colors touch controls – all from the,3.7 out of 5,50,Rp250.000.000,10 Januari 2019
Philips SHM1900/00   Over Ear Stereo Headphones   Black,Philips,31,,Rp2.095,, It's all about the bass! Nothing beats the PhilipsOver Ear Stereo Headphones (SHM1900/10) when it comes to the bass sound. Designed with rubberized caps for comfort listening and sensitive microphones for easy control while talking on your mobile phone. Order for,0 out of 5,0,Rp0,20 April 2018
Generic Active DisplayPort to HDMI 4K Adapter Benfei DP to HDMI Ultra HD Converter Male to Female Gold Plated Adapter Supporting Eyefinity,Generic,29,,Rp688,,• DisplayPort v1.1 compliant,0 out of 5,0,Rp0,12 Agustus 2019
Bluedio T2+ Wireless Bluetooth V4.1 Stereo Headphones with Microphone Headset Support TF Card FM Function     Black,Bluedio,50,,Rp385,,Bluedio T2+ Wireless Bluetooth 4.1 Stereo Headphone,4.2 out of 5,9,Rp0,12 Januari 2019
Generic Tv stand trolley,Generic,36,,Rp229,,New sealed in a box dismantled!! Elegantly designed to fit in all your electronics / follow stand or book shelf. Blends in well with any room color painting. Has a manual for ease of assembly making it easy to assemble while requiring no tools. ,3.3 out of 5,3,Rp0,26 September 2018
"Hisense 40B6000PW   40""   Smart Digital Full HD Digital LED TV",Hisense,66,Rp370.000,Rp30.699,0.17,,4.3 out of 5,7,Rp2.590.000,8 Juli 2018
"Hisense 40B6000PW 40"" Smart Digital Full HD Digital LED TV   Black",Hisense,58,,Rp30.399,,Upgrade in your lifestyle by buying yourself a Hisense 40 Inch Smart LED TV. As well as offering Full HD Ready support that lets you to watch HD content in life like detail this 40 Inch TV comes with Smart features like a dedicated web browser and popular apps like YouTube and a range of movie on demands services. Playback your stored content directly on the big screen for all to enjoy via a USB device or use it to record TV programmes and even pause live TV.  Order for this Hisense TV online from Jumia Kenya and have it delivered to you.,0 out of 5,0,Rp0,14 Desember 2018
Generic Android 9.0 Smart TV Box T9 Quad Core 4K Media Player 4GB RAM 32GB/64GB ROM H.265 2.4G/5G WIFI USB 3.0 TVbox Set Top Box,Generic,91, 7852    11255, 3991    5344,0.53,"


 

",0 out of 5,0,#VALUE!,8 November 2018
Homestar HS 1082 Multimedia Speaker System 3.1CH   Black,Homestar,48,Rp69.890,Rp5.699,0.18,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,5 out of 5,1,Rp69.890,16 April 2019
Amazon Fire TV Stick with Alexa Voice Remote Streaming Media Player,Amazon,44,Rp159.990,Rp88,0.45,Fire TV Stick the #1 best selling streaming media player with Alexa Voice Remote (2nd Gen). Use the dedicated power volume and mute buttons to control your TV soundbar and receiver.Launch and control content with the Alexa Voice Remote. Watch favorites from Netflix YouTube Prime Video STARZ SHOWTIME or CBS All Access plus stream for free with ZalTV IMDb TV and others.Fire TV Stick devices have more storage for apps and games than any other streaming media stick.Experience tens of thousands of channels apps and Alexa skills plus browse millions of websites like Facebook and Reddit using Firefox or Silk.Alexa on Fire TV provides the most comprehensive voice experience of any streaming media player—view live camera feeds check the weather dim the lights and stream music.Amazon Prime members get unlimited access to thousands of movies and TV episodes plus ad free listening to millions of songs with Prime Music.No cable or satellite? No problem. Watch live TV and sports with subscriptions to Hulu PlayStation Vue Sling and others.Switch seamlessly between your headphones and sound system—pair compatible Bluetooth headphones with Fire TV to listen to movies TV shows and music.,4.7 out of 5,30,Rp4.799.700,25 Maret 2019
"Samsung UA43RU7100K   43""   4K UHD Smart Digital LED TV   Black",Samsung,66,Rp502.990,Rp46.899,0.07,Samsung Smart TVs are designed to give you what you really want and match your lifestyle with smart apps that make life at home more fun and full of great experiences. Order for this Samsung ,4.2 out of 5,17,Rp8.550.830,8 Januari 2019
Generic Car Bluetooth Hands Free Modulator + Free 16GB Flash Disk + Free Bluetooth Headset,Generic,72,Rp50.000,Rp999,0.8,Hands Free Calling,2.8 out of 5,4,Rp200.000,24 Maret 2018
Generic Andoer 18M 720P HD Digital Camera Video Camcorder with 2pcs,Generic,50,Rp89.800,Rp449,0.5,18M high definition photography and 720P HD video shooting.,0 out of 5,0,Rp0,26 Maret 2018
MK Electronics Fridge Guard + Free 32Gb Hp Flash disk,MK Electronics,25,Rp19.990,Rp998,0.5,"When power gets suddenly high or under voltage it will most likely 
damage any refrigerator's compressor. With this fridge guard you can 
protect your appliance as it disconnects the power when it goes below or
 over unacceptable levels.",4.1 out of 5,8,Rp159.920,22 Mei 2019
Generic HDMI Cable 1.5M + TV Guard,Generic,65,Rp17.500,Rp999,0.43,Buy a TV Guard Voltage Protector Get a FREE 1.5m HDMI cable from Jumia online store and protect your LED/LCD,0 out of 5,0,Rp0,5 Maret 2019
"MEC 39"" HD LED Digital TV   Black.",MEC,50,Rp250.000,Rp16.945,0.32,"

",0 out of 5,0,Rp0,5 Februari 2019
MK Electronics TV Guard + FREE 1.5M HDMI Cable,MK Electronics,79,Rp19.990,Rp999,0.5,Buy a TV Guard Voltage Protector Get a FREE 1.5m HDMI cable from Jumia online store and protect your LED/LCD,5 out of 5,3,Rp59.970,30 Juni 2019
Generic Mini Qz0090A1 Dvb T2 Receiver Mpeg4 3D Video Digital 1080P Hd Settop Tv Box black,Generic,82,Rp48.220,Rp2.421,0.5,1.Enjoy full HD1080P TV show at home  convenient and practical.,0 out of 5,0,Rp0,13 Juni 2018
Generic TV Stand / Shelve   Black 32'' TV  ZH 04,Generic,85,,Rp291,,Unique Collection's Wooden TV Stand / Shelve is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelve to place your flower vase or other home decor. This TV stand/shelf is dismantlement and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. Order the Unique Collection's Wooden TV Stand / Shelve online on Jumia Kenya and have it delivered right at your doorstep.,4.3 out of 5,4,Rp0,15 April 2019
Generic Vention For Lightning To HDMI Converter For IPhone X XS 8 Plus IOS 1080P HDMI Cable For IPad Support HDTV TV Digital AV Adapter Angle BEF,Generic,86,Rp59.120,Rp236,0.6,. Together with operators they have built more than 1500 networks around the world helping connect more than one third of the world's population. Cooperate with partners to provide open flexible and secure ICT infrastructure platform for end pipe cloud collaboration for government and public institutions finance energy transportation manufacturing and other enterprise customers and promote the digital transformation of the industry; To provide cloud service customers with stable and reliable safe and reliable and sustainable evolution of cloud services. Smart terminals and smartphones are helping people enjoy high quality digital work life and entertainment experiences.,0 out of 5,0,Rp0,30 Juli 2019
Miniso Foldable Headphones (Green+Black),Miniso,77,,Rp1.519,,,5 out of 5,1,Rp0,2 Oktober 2018
P47 Bluetooth Headphones SUPER BASS   For Music,P47,61,Rp15.000,Rp896,0.4,1.Bluetooth connection: Wireless connection frees you from twisted or kinked cable. Up to 10 meters operation range no need to worry about the disconnection while you are on a move. 2.,0 out of 5,0,Rp0,13 Januari 2019
Generic Hot 2019 MP4 Player MP3 Digital 8GB Led Video SD LCD iPod Music Home Photo Sport Tool HD（Black）,Generic,42,Rp18.380,Rp1.274,0.31,,3 out of 5,2,Rp36.760,7 Agustus 2019
Generic Gadmei Analogue Tv combo box   Black,Generic,22,Rp30.000,Rp249,0.17,Get this Gadmei Anogue Tv combo box to enable you watch tv on your computer monitor.,3 out of 5,2,Rp60.000,22 Desember 2019
Hisense 55M5600UCW 55” UHD 4K Curved Smart LED TV    Grey,Hisense,30,Rp1.280.000,Rp6.999,0.45,​The future of ,4.4 out of 5,5,Rp6.400.000,7 Mei 2019
Shifa 3.1 Sub Woofer Home Theater System HIFI SURROUND WOOFERWIRELESS BLUETOOTH/FM/USB 10000 Watts SF337,Shifa,85,Rp100.000,Rp6,0.4,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeThis sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,4.2 out of 5,12,Rp1.200.000,16 September 2018
