nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Generic Professional Condenser Sound Audio Wired Stereo Microphone for PC Laptop Skype Recording Sound Podcast with Stand Holder,Generic,52,Rp22.940,Rp1.147,0.5,This microphone is designed to minimize background noise and isolate the main sound source. Wide frequency response makes vocal performances sound clear natural and vibran. Perfect for internet voice chat with 3.5 mm audio plug.,0 out of 5,0,Rp0,2019-12-30
Generic 4pcs/lot 80*80MM Decal Sticker Warning Board 24HR CCTV,Generic,69,Rp3.400.000,Rp215,0.37,*Camera Warning Sticker 80mmx80mm.,0 out of 5,0,Rp0,2019-8-22
Samsung New AA59 00607A Remote Control for Samsung LED,Samsung,29,Rp8.000.000,Rp450,0.44,,0 out of 5,0,Rp0,2018-8-13
Ampex 2.1CH Sound Speaker   10000W BLUETOOTHUSB,Ampex,93,Rp190.000,Rp52,0.73,,0 out of 5,0,Rp0,2018-5-15
Vitron V361Multimedia Speaker System2.1CH   4500W,Vitron,21,Rp70.000,Rp425,0.39,Vitron V361 2.1CH Multimedia Speaker System – Black with FM Radio Built in amplifier SD Card Slot and USB device playback. Vitron V361 is a brand from Vitron with High tech media. It brings your living room to life with this stylish sub woofer from Vitron.  This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system ,0 out of 5,0,Rp0,2019-1-13
Royal Sound P36 2.1 CH 10000 W SUB WOOFER,Royal Sound,79,Rp130.000,Rp42,0.68,,0 out of 5,0,Rp0,2019-7-20
Generic DVI TO 2 VGA SVGA Monitor Video Spliter Cable Dual Lead Adapter For Laptop PC,Generic,71,Rp26.100,Rp2.008,0.23,1. 245 pin DVI I Male to Dual VGA Female Adapter Splitter Cable,0 out of 5,0,Rp0,2018-11-14
Generic T10 S905W 4K Ultra HD Smart Android TV BOX With Remote Controller   Black,Generic,44,Rp47.990,Rp3.199,0.33,1. Chipset: Amlogic S905W Quad Core 64bit Cortex A53,0 out of 5,0,Rp0,2018-8-6
Generic Universal Smart LED LCD TV Remote Control Replacement,Generic,94,Rp10.950,Rp612,0.44,This is an innovative keyboard remote controller AA59 00582A for SAMSUNG SMART LED LCD TV. Easy to grip small and compact size.,0 out of 5,0,Rp0,2018-9-11
"CTC 25FR24CT2 24"" Digital HD LED TV   Black",CTC,18,Rp115.000,Rp7.295,0.37,,0 out of 5,0,Rp0,2018-11-14
Homestar Bluetooth Subwoofer HI FI SYSTEM 40000 Watts,Homestar,79,Rp105.000,Rp54,0.49,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2019-3-17
Generic ZH 18650 3.5V 4800 mAh,Generic,56,Rp10.000,Rp550,0.45,The battery is used with cameras watches remotes etc,0 out of 5,0,Rp0,2018-12-13
Sanya Sub Woofer Multi Speaker System in built BLUETOOTHFM/USB 8000Watts,Sanya,69,Rp99.990,Rp4,0.6,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from sanya. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2018-8-9
Ampex  P36 21 10000W SUBWOOFER MULTIMEDIA SPEAKER,Ampex,33,Rp45.000,Rp3.899,0.13,,0 out of 5,0,Rp0,2018-5-5
HORION LED43M210   43” Smart Full HD LED TV,HORION,23,Rp450.000,Rp24.999,0.44,"The HORION 43"" Smart FULL HD  LED TV offers the best value for money. This TV comes along with great features as well as amazing quality images. This TV has been designed to be quite cost effective and energy saving with no compromise to image quality. The HORION TV will serve you without breaking the bank. The main Feature of this TV is Affordability with good image performance. The main attribute of this TV is VALUE for your money. Order for this",0 out of 5,0,Rp0,2019-11-7
Pace WIRELESS LIVE HEADPHONE,Pace,84,Rp41.000,Rp35,0.15,With a unique design to easily fit The Wireless headphone comes with Bluetooth function  Sd card support and wired through aux cord support.Upto 15 hrs battery giving you long time to enjoy your music.,0 out of 5,0,Rp0,2018-1-22
Royal Sound  2.1CH Subwoofer Mp3 Playback System   10000W ,Royal Sound,90,Rp70.000,Rp39,0.44,,0 out of 5,0,Rp0,2018-6-5
"Sony 65X8500G 65"" 4K HDR Processor X1 Acoustic Multi Audio Android TV NEW 2019  Black",Sony,52,Rp1.950.000,Rp19.049,0.02,"

",0 out of 5,0,Rp0,2019-9-8
TG TG 109 Waterproof Outdoor Portable Bluetooth speaker Audio   Black,TG,94,Rp45.000,Rp2.499,0.44,,0 out of 5,0,Rp0,2019-4-12
"Generic 14   55"" Full Motion Wall Mount TV Bracket 60P",Generic,78,Rp18.610,Rp1.329,0.29,Want to secure your Tv in a stylish way? Then this ,0 out of 5,0,Rp0,2018-8-31
"Syinix 32T730   32"" SMART TV    Black",Syinix,65,Rp230.000,Rp162,0.3,,0 out of 5,0,Rp0,2018-11-9
"Mooka 43"" LE43M6500A Smart LED TV   Black",Mooka,70,Rp233.990,Rp2.249,0.04," no light dot showing restore 
natural color perfect reproduction of true color 360 degrees realistic
 picture is wonderful.Picture Quality Enhancement Technology Use unique
 Image quality enhancement technology to restore the details and feel 
the true FHD Energy Saving The use of bipolar drive technology can 
reduce the power of the backlight thereby achieving energy saving. The 
remote standby power is less than 0. 5w and the standby one month only 
needs 0. 36kwh. Order for this amazing product online on jumia kenya and
 have it delivered at your doorstep at amazing price.",0 out of 5,0,Rp0,2018-3-14
Vision 43” CURVED FULL HD ANDROID TV NETFLIX VP 8843C,Vision,80,Rp490.000,Rp385,0.21,,0 out of 5,0,Rp0,2019-11-11
Generic Ring Light LED Photography Selfie Light Photo Camera Video Table Mini Tripod,Generic,43,Rp59.980,Rp288,0.52,Model: Studio ring fill light Color: black Uses: 1.With the studio to fill the light photo portrait self timer fill light 2.Small studio ring led light usb photo fill light; Make up 3.With Tripod and remote control make your Photography more convenient.4.Self timer fill light beauty camera video anchor live soft light photography light stepless dimming5.It is widely applied to outdoor photo light filling light indoors portrait fashion wedding art advertisement photography shooting video etc. 6.NO ultraviolet and infrared light radiation low heat output safety and environmental protection. Long service life of more than 50000hrs. 7.It is widely applied to outdoor photo light filling light indoors portrait fashion wedding art. The ring shaped light will make the model's eyes more bright and vivid which makes the portrait more perfect!,0 out of 5,0,Rp0,2018-8-14
Generic Stereo AmplifierBluetooth 2 ChannelDigital Audio,Generic,28,Rp45.590,Rp34,0.25,,0 out of 5,0,Rp0,2018-1-4
TAGWOOD LS 521B Multimedia Subwoofer Speaker System,TAGWOOD,83,Rp47.990,Rp3.299,0.31,,0 out of 5,0,Rp0,2019-3-3
Generic Bass Speaker Bluetooth Bass Wireless Car Subwoofer,Generic,22,Rp9.720.000,Rp550,0.43,,0 out of 5,0,Rp0,2019-7-18
Ulanzi ULANZI ST 06 Camera Hot Shoe Phone Tripod Mount 360 Rotation,Ulanzi,59,Rp19.990,Rp999,0.5,,0 out of 5,0,Rp0,2018-12-31
"Hisense 50B7100UW   50"" UHD 4K LED Smart TV   Series 7  2020",Hisense,54,Rp535.200,Rp45.599,0.15,Experience Amazing 4K Ultra HD HDR Picture Quality With Hisense 4K Smart TV.Its 2160p Resolution And 50Hz Effective Refresh Rate Provide Brilliant Picture Quality And Smooth Motion For Optimal Viewing Experience. Easily Find And Watch More Of Your Favorite Content With Hisense Smart TV. Order for this Hisense 50B7100UW,0 out of 5,0,Rp0,2018-11-2
Sonar Free To Air Decoder+FREE Antenna + Power Socket,Sonar,59,Rp30.000,Rp215,0.28,"

",0 out of 5,0,Rp0,2019-11-11
Homestar BO3 Portable Wireless Speaker MP3 Player & Radio,Homestar,50,,Rp2.149,,"

 ",0 out of 5,0,Rp0,2019-3-29
"Royal 32"" RY LD3200T2SMT Smart LED TV   Black",Royal,39,Rp154.990,Rp13.995,0.1,"

",0 out of 5,0,Rp0,2019-8-20
Microkingdom R15 Desktop Laptop USB Multimedia Speaker,Microkingdom,22,Rp9.990.000,Rp699,0.3,Compact size USB power supply portable and easy to use.,0 out of 5,0,Rp0,2018-3-30
"Solarmax 19"" Digital LED TV DC/AC   Black",Solarmax,68,Rp80.000,Rp5.995,0.25,,0 out of 5,0,Rp0,2019-7-8
Generic AV Digital Signal HDMI To 3 RCA Audio Adapter Component Converter Video Black,Generic,56,Rp7.000.000,Rp360,0.49,1. One way transmission: This product only supports HDMI to RCA one way transmission  can not use RCA to HDMI  which means that the display device (TV or monitor) is RCA end  suitable for HD DVD player  HDTV receiver  TV   projectors  A/V receivers and other devices equipped with HDMI.,0 out of 5,0,Rp0,2019-2-9
Generic Digital Receiver TV Aerial Plus 10mtrs,Generic,48,Rp11.990,Rp999,0.17,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,0 out of 5,0,Rp0,2018-9-6
MK Electronics TV Guard + GET Free 32GB Flash Disk,MK Electronics,25,Rp15.000,Rp983,0.34,,0 out of 5,0,Rp0,2019-4-7
Multiple Power 2Pcs Rechargeable Battery AA MP Ni MH 3000mAh 1.2V,Multiple Power,70,Rp15.000,Rp799,0.47,"

",0 out of 5,0,Rp0,2018-8-25
XieBoss 3.1ch HomETheater System Subwoofer SpeakerWirelessBluetooth/FM/USB 8500watts;Black,XieBoss,76,Rp239.000,Rp67,0.72,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeThis sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2019-1-12
"Sonar LED DIGITAL TV 22"" DVB T2 Impressive Picture QualityBLACK",Sonar,63,Rp120.000,Rp6.499,0.46,Stunning picture quality meets sleekly modern design with this SONAR,0 out of 5,0,Rp0,2018-9-17
Generic New bluetooth adapter wireless transmitter receiver 2 in 1 3.5mm Aux PC TV car stereo headphone audio doc player adaptor LYJF,Generic,50,Rp16.480,Rp1.318,0.2,,0 out of 5,0,Rp0,2019-10-18
Generic Indoor Digital TV Antenna HD Signal Flat Panel UHF FM HDTV,Generic,56,Rp11.380,Rp569,0.5,Overview:,0 out of 5,0,Rp0,2019-11-26
Royal Sound RS205BT 2.1CH Speaker System 20W   Black,Royal Sound,52,Rp35.990,Rp2.925,0.19,Listen to your music collection in style with this Royal Sound Multimedia Speaker System. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System. Place your order for this,0 out of 5,0,Rp0,2019-6-1
Generic OR HDMI to VGA D SUB Male Video Adapter Cable Lead for HDTV PC Computer Monitor black,Generic,84,Rp6.350.000,Rp342,0.46,Features:  Note: This HDMI cable does not have decoding capabilities so you will need to purchase the decoder yourself or the device comes with a decoder otherwise the cable may not work properly.  HDMI Male to VGA HD15 Male.,0 out of 5,0,Rp0,2018-4-23
"Vitron 24"" HD   Digital  LED Backlight TV   Auto Search Functionality Black",Vitron,21,Rp100.000,Rp7.999,0.2,,0 out of 5,0,Rp0,2019-2-15
LG Tv Universal Remote Control For Digital & Smart,LG,13,Rp20.000,Rp788,0.61, Remote Control For LG 50UH5500 50UH5500 UA 65UH5500,0 out of 5,0,Rp0,2019-7-13
Generic Wireless Bluetooth Subwoofer Portable Speaker with FM Flash disk & Memory card slot,Generic,99,Rp19.990,Rp129,0.35,,0 out of 5,0,Rp0,2019-8-4
Bose F1 812 (Loudspeaker + Subwoofer)   Black,Bose,62,Rp4.100.000,Rp386.999,0.06,,0 out of 5,0,Rp0,2019-12-9
"Polar YH LD22S122"" Digital LED Television Black",Polar,100,Rp100.000,Rp6.399,0.36,,0 out of 5,0,Rp0,2018-11-20
"Sony 85X8500G 85"" 4K HDR Android Smart LED TV   Black",Sony,78,,Rp3.515,,"

",0 out of 5,0,Rp0,2019-9-22
Generic Android Micro USB Female to Type C USB C Male Sync Data Converter Charging Adapter for Xiaomi Huawei Samsung Data Cable,Generic,73,Rp840.000,Rp42,0.5,Dealing with the condition that one day your cable is lost or broken you can adapt this converter to realise efficent + Data Transmission,0 out of 5,0,Rp0,2019-2-7
Generic Wireless Earphone BT Earbud Anti noise Stereo Headset with,Generic,35,Rp13.800,Rp690,0.5,,0 out of 5,0,Rp0,2019-9-11
Ampex Hi Fi Bluetooth Music System FMUSB10000Watts,Ampex,84,Rp150.000,Rp445,0.7,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from ampex. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2019-11-5
"Generic Good Quality TV Wall Mount Bracket for 26"" 63"" TVs",Generic,34,Rp14.000,Rp850,0.39,Looking for a,0 out of 5,0,Rp0,2019-1-15
Dstv Dstv HD + Dish Kit + 1M  Access + Installation,Dstv,11,Rp54.990,Rp4.679,0.15,,0 out of 5,0,Rp0,2019-5-29
Generic Flexible Tripod Camera Holder Stand Phone Adapter,Generic,53,Rp18.000,Rp999,0.44,It has excellent stability without any movement.,0 out of 5,0,Rp0,2018-5-7
Amtec 22inch Digital (No Decoder Needed) LED Full Screen TV,Amtec,65,Rp85.000,Rp735,0.14,"Revolutionize your entertainment with the new Amtec 22"" HD Flat TV that offers splendid performance. With the Wide Color Enhancer sports mode and USB connectivity you need nothing more. Using an advanced picture quality improvement algorithm Wide Colour Enhancer Plus drastically improves the quality of any image and uncovers hidden details. Now see colours as they were meant to be seen with Wide Colour Enhancer Plus. More Vibrant Colours For Better Images. ",0 out of 5,0,Rp0,2018-6-15
"Skill Tech  Wall Bracket. 15"" to 42"" Sh 32T Tilt   Black",Skill Tech,39,Rp17.000,Rp837,0.51,""" to 42"" Sh 32T Tilt   Black is Strong Durable and Quality wall mount Brackets to mount your television safely on the wall without fear of it falling or being broken.",0 out of 5,0,Rp0,2019-3-29
Generic Professional Tripod Camera Phone Holder Bluetooth Remote Control Bracket Stand Mount Monopod Styling Accessories For IOS Android,Generic,97,Rp42.290,Rp2.453,0.42,,0 out of 5,0,Rp0,2018-8-7
"Vitron HTC2446   24"" Digital TV   Black+ FREE SOCKET EXTENSION ",Vitron,49,Rp105.000,Rp7.999,0.24,,0 out of 5,0,Rp0,2018-1-15
Generic 2019 PS 4 Pro Slim PS4 Controller PS4 Accessories Gamepad Charger Wireless Joystick Charging Dock Station for Sony Dualshock 4(Black),Generic,58,Rp35.460,Rp2.837,0.2,,0 out of 5,0,Rp0,2019-1-7
Remote Control DStv_  Remote Controller,Remote Control,85,Rp10.000,Rp745,0.26,This is multichoicee dstvv remote control unit works with dstvv decoder.The DStvv Remote Control can be used to replace your broken or lost remote control.,0 out of 5,0,Rp0,2018-4-7
Vitron Digital DVD Player + Free Extension,Vitron,93,Rp45.000,Rp2.499,0.44,,0 out of 5,0,Rp0,2019-4-16
Generic RingLight blogger Photography Vlogging Video Light,Generic,12,Rp31.840,Rp2.229,0.3,1. LED ring light can be mounted on the holder and take it anywhere it can also be removed from the stand at any time the tripod ball head can 360 degree rotating can free to adjust to any angle (The holder is not included). ,0 out of 5,0,Rp0,2018-12-27
Generic Bluetooth Wireless Headset V8 Headphones Earpiece,Generic,42,Rp14.990,Rp899,0.4,range 10 meters,0 out of 5,0,Rp0,2019-1-4
Generic Smart TV BOX 1080p Media Player Wifi HD TV Digital Terrestrial Receiver,Generic,27,Rp33.000,Rp165,0.5,,0 out of 5,0,Rp0,2018-1-31
Hikvision Camera  $ CCTV  Turbo Hd 720p IR Turret 1MP CCTV Camera,Hikvision,40,Rp20.000,Rp1.695,0.15,,0 out of 5,0,Rp0,2019-10-13
Generic Portable Evd Dvd playerblack9.8 inch LCD,Generic,41,Rp80.000,Rp48,0.4,Portable EVD 9.8 inchBig LCD screen lmd 978offers you full unlimited with region Free and multi format playback this DVD gives you the freedom to play several formats including Evd Comes with a game disk with a mult games and a game stickmore fun for your life apart from movies and games this DVD comes with FM radio and built in analogue TV it is really a rich functional device for youorder it online from Jumia stores and have it delivered for you. ,0 out of 5,0,Rp0,2019-8-7
